Actual CPI,Forecast CPI
101.5,80.52388469171113
102.3,80.52388469171115
104.3,80.52388469171116
101.3,80.52388469171115
105.2,80.52388469171116
107.1,80.52388469171112
107.0,80.52388469171109
106.3,80.52388469171106
104.9,80.52388469171106
105.2,80.52388469171106
50.6,80.52388469171109
51.5,80.52388469171109
51.1,80.52388469171112
51.2,80.52388469171116
51.8,80.52388469171117
50.8,80.5238846917112
52.4,80.52388469171117
53.0,80.52388469171116
52.2,80.52388469171116
54.1,80.52388469171117
55.4,80.52388469171119
55.5,80.52388469171117
55.5,80.52388469171116
56.3,80.52388469171117
56.7,80.52388469171117
58.9,80.52388469171116
58.2,80.52388469171115
58.5,80.52388469171115
59.4,80.52388469171112
58.9,80.5238846917111
58.5,80.52388469171109
56.9,80.52388469171109
60.1,80.52388469171107
59.5,80.5238846917111
60.2,80.52388469171113
60.9,80.52388469171113
60.6,80.52388469171115
61.1,80.52388469171113
61.8,80.5238846917111
59.9,80.52388469171112
62.6,80.52388469171112
62.0,80.52388469171112
61.7,80.52388469171106
63.5,80.52388469171103
64.4,80.52388469171102
65.1,80.52388469171102
64.6,80.52388469171106
64.0,80.52388469171113
62.7,80.52388469171115
63.3,80.52388469171115
63.5,80.52388469171115
60.4,80.52388469171112
62.6,80.52388469171115
65.1,80.52388469171115
64.8,80.52388469171113
64.4,80.52388469171113
68.1,80.52388469171113
69.5,80.52388469171112
67.2,80.52388469171112
70.1,80.52388469171112
69.2,80.52388469171109
68.6,80.52388469171112
71.4,80.52388469171112
68.8,80.52388469171112
71.4,80.5238846917111
71.4,80.5238846917111
71.0,80.5238846917111
72.2,80.52388469171109
73.9,80.52388469171106
72.2,80.52388469171105
72.5,80.52388469171103
73.1,80.52388469171106
73.4,80.52388469171112
73.5,80.52388469171116
75.6,80.52388469171116
75.5,80.52388469171115
76.2,80.52388469171115
75.9,80.52388469171113
78.0,80.52388469171113
75.5,80.52388469171115
76.1,80.52388469171117
77.0,80.52388469171119
77.0,80.52388469171119
75.6,80.52388469171116
75.6,80.52388469171119
76.8,80.52388469171119
76.9,80.5238846917112
78.0,80.52388469171117
76.9,80.52388469171116
